chr,start,end,eut,aai,aft,
11,79300001,79350000,98.89,1.1,0,
11,79350001,79400000,92.12,3.95,3.91,
11,79400001,79450000,100,0,0,
11,79450001,79500000,31.82,0,68.17,
11,79500001,79550000,64.15,5.13,30.7,
11,79550001,79600000,81.48,18.51,0,
11,79600001,79650000,77.65,16.12,6.22,
11,79650001,79700000,70.23,25.16,4.59,
11,79700001,79750000,76.76,1.85,21.38,
11,79750001,79800000,64.15,8.67,27.16,
11,79800001,79850000,46.57,1.85,51.56,
11,79850001,79900000,65.03,12.71,22.25,
11,79900001,79950000,62.96,0,37.03,
11,79950001,80000000,62.96,0,37.03,
11,80000001,80050000,62.96,0,37.03,
11,80050001,80100000,81.48,18.51,0,
11,80100001,80150000,54.34,17.57,28.08,
11,80150001,80200000,81.48,0,18.51,
11,80200001,80250000,76.29,7.4,16.29,
11,80250001,80300000,65.69,1.85,32.45,
11,80300001,80350000,81.02,0,18.97,
11,80350001,80400000,93.93,2.35,3.7,
11,80400001,80450000,65.08,27.25,7.65,
11,80450001,80500000,92.54,1.85,5.6,
11,80500001,80550000,94.66,5.33,0,
11,80550001,80600000,100,0,0,
11,80600001,80650000,98.9,1.09,0,
11,80650001,80700000,77.49,18.84,3.66,
11,80700001,80750000,79.74,15.19,5.06,
11,80750001,80800000,75.87,18.39,5.73,
11,80800001,80850000,62.19,24.35,13.45,
11,80850001,80900000,59.25,16.66,24.07,
11,80900001,80950000,59.07,18.16,22.76,
11,80950001,81000000,66.36,33.63,0,
11,81000001,81050000,54.84,38.63,6.52,
11,81050001,81100000,81.48,9.25,9.25,
11,81100001,81150000,74.05,8.74,17.2,
11,81150001,81200000,92.57,1.85,5.56,
11,81200001,81250000,99.95,0.04,0,
11,81250001,81300000,92.79,0,7.2,
11,81300001,81350000,87.89,0.54,11.56,
11,81350001,81400000,78.19,21.29,0.5,
11,81400001,81450000,80.91,19.08,0,
11,81450001,81500000,85.71,12.1,2.18,
11,81500001,81550000,68.37,22.51,9.11,
11,81550001,81600000,98.63,0,1.36,
11,81600001,81650000,87.62,8.89,3.47,
11,81650001,81700000,81.64,2.99,15.36,
11,81700001,81750000,48.14,40.74,11.11,
11,81750001,81800000,65.64,27.53,6.81,
11,81800001,81850000,49.87,21.43,28.68,
11,81850001,81900000,59.48,28.78,11.72,
11,81900001,81950000,85.56,12.45,1.98,
11,81950001,82000000,76.44,21.32,2.22,
11,82000001,82050000,57.7,0.19,42.1,
11,82050001,82100000,95.71,0,4.28,
11,82100001,82150000,93.47,4.67,1.85,
11,82150001,82200000,88.88,11.11,0,
11,82200001,82250000,88.59,11.11,0.29,
11,82250001,82300000,83.12,7.18,9.69,
11,82300001,82350000,60.82,0,39.17,
11,82350001,82400000,81.17,5.07,13.74,
11,82400001,82450000,64.19,20.97,14.83,
11,82450001,82500000,99.1,0,0.89,
11,82500001,82550000,100,0,0,
11,82550001,82600000,100,0,0,
11,82600001,82650000,91.37,3.7,4.92,
11,82650001,82700000,84.32,4.98,10.69,
11,82700001,82750000,100,0,0,
11,82750001,82800000,79.62,15.27,5.09,
11,82800001,82850000,92.84,1.48,5.66,
11,82850001,82900000,43.47,0,56.52,
11,82900001,82950000,50.17,0.2,49.62,
11,82950001,83000000,46.29,0,53.7,
11,83000001,83050000,92.59,7.4,0,
11,83050001,83100000,90.74,9.25,0,
11,83100001,83150000,98.78,1.21,0,
11,83150001,83200000,100,0,0,
11,83200001,83250000,97.73,2,0.26,
11,83250001,83300000,82.85,0.35,16.79,
11,83300001,83350000,85.15,10.34,4.49,
11,83350001,83400000,58.34,31.72,9.92,
11,83400001,83450000,98.36,1.63,0,
11,83450001,83500000,99.61,0.38,0,
11,83500001,83550000,94.21,0,5.78,
11,83550001,83600000,79.05,20.94,0,
11,83600001,83650000,99.53,0,0.46,
11,83650001,83700000,100,0,0,
11,83700001,83750000,98.14,1.85,0,
11,83750001,83800000,88.88,11.11,0,
11,83800001,83850000,89.35,0.71,9.92,
11,83850001,83900000,81.48,0,18.51,
11,83900001,83950000,69.73,16.2,14.06,
11,83950001,84000000,68.04,26.4,5.55,
11,84000001,84050000,83.44,16.55,0,
11,84050001,84100000,98.14,0,1.85,
11,84100001,84150000,79.62,0,20.37,
11,84150001,84200000,79.62,0,20.37,
11,84200001,84250000,90.92,5.59,3.47,
11,84250001,84300000,93.01,2.05,4.92,
11,84300001,84350000,85.58,3.27,11.14,
11,84350001,84400000,83.55,0,16.44,
11,84400001,84450000,86.08,0.95,12.96,
11,84450001,84500000,99.15,0.28,0.56,
11,84500001,84550000,98.14,0,1.85,
11,84550001,84600000,80.93,5.8,13.25,
11,84600001,84650000,81.48,0,18.51,
11,84650001,84700000,83.92,5.21,10.86,
11,84700001,84750000,87.67,3.8,8.52,
11,84750001,84800000,96.37,1.57,2.05,
11,84800001,84850000,90.82,3.37,5.79,
11,84850001,84900000,84.48,0.07,15.43,
11,84900001,84950000,83.33,0,16.66,
11,84950001,85000000,79.72,3.6,16.66,
11,85000001,85050000,74.87,0,25.12,
11,85050001,85100000,67.44,2.3,30.25,
11,85100001,85150000,97.19,2.11,0.68,
11,85150001,85200000,76.73,19.79,3.46,
11,85200001,85250000,98.41,0,1.58,
11,85250001,85300000,98.14,1.85,0,
11,85300001,85350000,63.71,32.64,3.63,
11,85350001,85400000,68.19,30.03,1.76,
11,85400001,85450000,75.38,24.61,0,
11,85450001,85500000,76.8,23.19,0,
11,85500001,85550000,98.14,0,1.85,
11,85550001,85600000,74.07,25.92,0,
11,85600001,85650000,100,0,0,
11,85650001,85700000,96.29,3.7,0,
11,85700001,85750000,71.57,1.17,27.24,
11,85750001,85800000,100,0,0,
11,85800001,85850000,100,0,0,
11,85850001,85900000,91.21,3.39,5.38,
11,85900001,85950000,78.71,0.15,21.12,
11,85950001,86000000,92.7,1.85,5.44,
11,86000001,86050000,71.03,22.21,6.74,
11,86050001,86100000,70.37,24.42,5.2,
11,86100001,86150000,57.95,40.19,1.85,
11,86150001,86200000,91.67,6.47,1.85,
11,86200001,86250000,79.85,1.55,18.58,
11,86250001,86300000,86.76,13.23,0,
11,86300001,86350000,84.95,0,15.04,
11,86350001,86400000,96.65,1.85,1.49,
11,86400001,86450000,67.81,0,32.18,
11,86450001,86500000,83.82,0,16.17,
11,86500001,86550000,94.44,0,5.55,
11,86550001,86600000,92.93,0,7.06,
11,86600001,86650000,70.37,0,29.62,
11,86650001,86700000,84.2,0,15.79,
11,86700001,86750000,100,0,0,
11,86750001,86800000,97.32,2.67,0,
11,86800001,86850000,76.3,20.37,3.32,
11,86850001,86900000,98.56,1.43,0,
11,86900001,86950000,92.72,7.27,0,
11,86950001,87000000,92.48,5.66,1.85,
11,87000001,87050000,99.83,0.16,0,
11,87050001,87100000,42.83,11.81,45.35,
11,87100001,87150000,57.87,7.4,34.71,
11,87150001,87200000,94.35,3.53,2.1,
11,87200001,87250000,54.74,0,45.25,
11,87250001,87300000,90.91,0,9.08,
11,87300001,87350000,45.65,25.92,28.41,
11,87350001,87400000,75.48,1.36,23.15,
11,87400001,87450000,54.3,0,45.69,
11,87450001,87500000,99.61,0,0.38,
11,87500001,87550000,96.08,0,3.91,
11,87550001,87600000,94.06,0,5.93,
11,87600001,87650000,97.64,0,2.35,
11,87650001,87700000,97.25,0.49,2.24,
11,87700001,87750000,76.79,0.29,22.9,
11,87750001,87800000,100,0,0,
11,87800001,87850000,99.24,0,0.75,
11,87850001,87900000,100,0,0,
11,87900001,87950000,84.78,12.96,2.25,
11,87950001,88000000,86.33,11.75,1.91,
11,88000001,88050000,84.36,0,15.63,
11,88050001,88100000,57.28,29.62,13.08,
11,88100001,88150000,85.98,10.22,3.79,
11,88150001,88200000,97.13,0,2.86,
11,88200001,88250000,100,0,0,
11,88250001,88300000,94.44,0,5.55,
11,88300001,88350000,94.44,0,5.55,
11,88350001,88400000,100,0,0,
11,88400001,88450000,98.5,0,1.49,
11,88450001,88500000,93.34,3.7,2.95,
11,88500001,88550000,100,0,0,
11,88550001,88600000,96.29,0,3.7,
11,88600001,88650000,100,0,0,
11,88650001,88700000,99.45,0,0.54,
11,88700001,88750000,98.14,0,1.85,
11,88750001,88800000,92.77,0,7.22,
11,88800001,88850000,100,0,0,
11,88850001,88900000,97.85,0.26,1.87,
11,88900001,88950000,88.2,0,11.79,
11,88950001,89000000,34.65,1.91,63.42,
11,89000001,89050000,60.91,0,39.08,
11,89050001,89100000,100,0,0,
11,89100001,89150000,99.62,0,0.37,
11,89150001,89200000,89.98,0,10.01,
11,89200001,89250000,93.31,0.42,6.25,
11,89250001,89300000,84.73,4.01,11.24,
11,89300001,89350000,90.74,9.25,0,
11,89350001,89400000,82.88,17.11,0,
11,89400001,89450000,90.7,0.39,8.9,
11,89450001,89500000,84.54,4.99,10.46,
11,89500001,89550000,82.53,8.73,8.72,
11,89550001,89600000,94.79,2.77,2.42,
11,89600001,89650000,87.06,1.8,11.13,
11,89650001,89700000,81,0,18.99,
11,89700001,89750000,82.85,10.02,7.12,
11,89750001,89800000,76.05,4.02,19.92,
11,89800001,89850000,97.06,0,2.93,
11,89850001,89900000,89.89,0.39,9.71,
11,89900001,89950000,83.33,16.66,0,
11,89950001,90000000,93.33,0,6.66,
11,90000001,90050000,94.44,5.55,0,
11,90050001,90100000,88.64,1.85,9.5,
11,90100001,90150000,79.77,15.84,4.38,
11,90150001,90200000,79.97,0,20.02,
11,90200001,90250000,92.6,0.58,6.81,
11,90250001,90300000,99.6,0,0.39,
11,90300001,90350000,98.61,1.38,0,
11,90350001,90400000,88.1,1.58,10.31,
11,90400001,90450000,94.96,0,5.03,
11,90450001,90500000,84.75,7.24,8,
11,90500001,90550000,62.89,34.17,2.93,
11,90550001,90600000,83.1,5.09,11.8,
11,90600001,90650000,94.22,5.77,0,
11,90650001,90700000,91.92,1.85,6.22,
11,90700001,90750000,35.18,0,64.81,
11,90750001,90800000,45.55,0,54.44,
11,90800001,90850000,94.01,0,5.98,
11,90850001,90900000,95.61,0,4.38,
11,90900001,90950000,98.88,1.11,0,
11,90950001,91000000,90.8,2.06,7.13,
11,91000001,91050000,83.97,3.17,12.85,
11,91050001,91100000,76.18,0,23.81,
11,91100001,91150000,69.97,1.59,28.42,
11,91150001,91200000,64.9,0,35.09,
11,91200001,91250000,88.96,1.35,9.68,
11,91250001,91300000,92.84,0,7.15,
11,91300001,91350000,69.42,0.94,29.62,
11,91350001,91400000,67.47,0.43,32.08,
11,91400001,91450000,76.37,14.56,9.05,
11,91450001,91500000,86.45,5.55,7.98,
11,91500001,91550000,89.25,5.55,5.18,
11,91550001,91600000,92.44,2.3,5.25,
11,91600001,91650000,78.99,0,21,
11,91650001,91700000,80.72,4.68,14.59,
11,91700001,91750000,73.12,0,26.87,
11,91750001,91800000,64.73,23.91,11.34,
11,91800001,91850000,89.51,6.65,3.83,
11,91850001,91900000,100,0,0,
11,91900001,91950000,92.72,1.85,5.42,
11,91950001,92000000,91.23,4.88,3.87,
11,92000001,92050000,92.02,5.03,2.93,
11,92050001,92100000,95.51,0.26,4.22,
11,92100001,92150000,73.48,1.94,24.57,
11,92150001,92200000,78.74,2.73,18.51,
11,92200001,92250000,75.05,7.4,17.53,
11,92250001,92300000,97.28,0,2.71,
11,92300001,92350000,83.55,6.38,10.06,
11,92350001,92400000,93.38,5.47,1.13,
11,92400001,92450000,47.82,9.43,42.73,
11,92450001,92500000,71.41,19.46,9.12,
11,92500001,92550000,52.78,3.87,43.33,
11,92550001,92600000,84.74,5.24,10,
11,92600001,92650000,95.89,0,4.1,
11,92650001,92700000,86.89,0.99,12.11,
11,92700001,92750000,98.14,0,1.85,
11,92750001,92800000,97.69,2.3,0,
11,92800001,92850000,91.66,5.92,2.4,
11,92850001,92900000,86.47,8.62,4.89,
11,92900001,92950000,79.02,13.56,7.4,
11,92950001,93000000,88.88,1.85,9.25,
11,93000001,93050000,90.74,2.11,7.14,
11,93050001,93100000,45.11,11.51,43.36,
11,93100001,93150000,60.09,0.91,38.98,
11,93150001,93200000,92.59,3.7,3.7,
11,93200001,93250000,28.62,22.6,48.77,
11,93250001,93300000,27.39,8.16,64.43,
11,93300001,93350000,74.2,5.84,19.94,
11,93350001,93400000,59.99,4.75,35.25,
11,93400001,93450000,64.36,22.22,13.41,
11,93450001,93500000,36.25,22.11,41.62,
11,93500001,93550000,78.21,8.59,13.18,
11,93550001,93600000,53.99,11.97,34.02,
11,93600001,93650000,12.96,1.85,85.18,
11,93650001,93700000,80.53,1.85,17.6,
11,93700001,93750000,52.37,1.85,45.77,
11,93750001,93800000,37.5,1.85,60.63,
11,93800001,93850000,64.99,4.04,30.95,
11,93850001,93900000,96,3.59,0.39,
11,93900001,93950000,31.48,66.66,1.85,
11,93950001,94000000,55.49,3.76,40.74,
11,94000001,94050000,27.34,52.28,20.37,
11,94050001,94100000,13.8,40.74,45.45,
11,94100001,94150000,38.88,35.18,25.92,
11,94150001,94200000,73.06,1.85,25.08,
11,94200001,94250000,87.03,0,12.96,
11,94250001,94300000,15.95,1.85,82.19,
11,94300001,94350000,29.62,0,70.37,
11,94350001,94400000,25.92,0,74.07,
11,94400001,94450000,30.66,66.66,2.66,
11,94450001,94500000,20.37,29.03,50.59,
11,94500001,94550000,34.2,33.31,32.48,
11,94550001,94600000,47.14,4.7,48.14,
11,94600001,94650000,55.78,44.21,0,
11,94650001,94700000,51.85,46.29,1.85,
11,94700001,94750000,40.5,57.27,2.21,
11,94750001,94800000,48.14,50,1.85,
11,94800001,94850000,88.76,9.94,1.28,
11,94850001,94900000,48.21,45.68,6.09,
11,94900001,94950000,83.76,1.42,14.81,
11,94950001,95000000,73.2,14.81,11.98,
11,95000001,95050000,48.14,38.88,12.96,
11,95050001,95100000,98.14,1.85,0,
11,95100001,95150000,83.33,16.66,0,
11,95150001,95200000,83.33,0,16.66,
11,95200001,95250000,51.85,31.48,16.66,
11,95250001,95300000,40.74,57.4,1.85,
11,95300001,95350000,38.88,61.11,0,
11,95350001,95400000,90.74,3.7,5.55,
11,95400001,95450000,32.64,28.46,38.88,
11,95450001,95500000,79.62,20.37,0,
11,95500001,95550000,43.2,56.79,0,
11,95550001,95600000,71.31,0,28.68,
11,95600001,95650000,81.26,10.04,8.68,
11,95650001,95700000,56.1,1.29,42.59,
11,95700001,95750000,55.56,3.19,41.24,
11,95750001,95800000,65.17,28.04,6.78,
11,95800001,95850000,62.93,37.06,0,
11,95850001,95900000,78.49,13.46,8.04,
11,95900001,95950000,44.91,7.4,47.67,
11,95950001,96000000,57.4,3.7,38.88,
11,96000001,96050000,88.17,9.96,1.85,
11,96050001,96100000,55.81,1.58,42.59,
11,96100001,96150000,53.09,22.21,24.68,
11,96150001,96200000,56.27,9.93,33.79,
11,96200001,96250000,42.93,13.83,43.23,
11,96250001,96300000,44.44,27.83,27.72,
11,96300001,96350000,37.45,60.4,2.13,
11,96350001,96400000,21.2,62.44,16.34,
11,96400001,96450000,58.29,39.07,2.62,
11,96450001,96500000,24.07,60.8,15.11,
11,96500001,96550000,45.98,51.85,2.16,
11,96550001,96600000,39.55,53.7,6.74,
11,96600001,96650000,41.12,51.98,6.89,
11,96650001,96700000,48.14,51.85,0,
11,96700001,96750000,37.03,61.11,1.85,
11,96750001,96800000,53.4,4.53,42.05,
11,96800001,96850000,83.98,0.55,15.45,
11,96850001,96900000,96.51,0.87,2.61,
11,96900001,96950000,92.87,5.27,1.85,
11,96950001,97000000,85.18,12.96,1.85,
11,97000001,97050000,92.25,5.89,1.85,
11,97050001,97100000,88.72,6.19,5.08,
11,97100001,97150000,92.78,0.32,6.88,
11,97150001,97200000,99.83,0,0.16,
11,97200001,97250000,81.37,17.74,0.88,
11,97250001,97300000,87.25,4.1,8.63,
11,97300001,97350000,93,2.5,4.49,
11,97350001,97400000,90.74,1.85,7.4,
11,97400001,97450000,94.44,1.85,3.7,
11,97450001,97500000,96.5,1.85,1.64,
11,97500001,97550000,93.85,4.97,1.16,
11,97550001,97600000,96.29,0,3.7,
11,97600001,97650000,96.29,3.7,0,
11,97650001,97700000,96.29,0,3.7,
11,97700001,97750000,91.85,2.58,5.55,
11,97750001,97800000,50.47,47.97,1.55,
11,97800001,97850000,54.81,1.85,43.33,
11,97850001,97900000,33.2,66.79,0,
11,97900001,97950000,29.98,70.01,0,
11,97950001,98000000,29.83,70.16,0,
11,98000001,98050000,92.59,7.4,0,
11,98050001,98100000,84.27,14.92,0.8,
11,98100001,98150000,85.18,14.81,0,
11,98150001,98200000,65.1,34.89,0,
11,98200001,98250000,81.94,10.58,7.46,
11,98250001,98300000,68.74,24.78,6.47,
11,98300001,98350000,90.74,9.25,0,
11,98350001,98400000,91.35,8.64,0,
11,98400001,98450000,92.37,5.11,2.51,
11,98450001,98500000,94.44,0,5.55,
11,98500001,98550000,94.44,0,5.55,
11,98550001,98600000,94.44,0,5.55,
11,98600001,98650000,85.18,1.85,12.96,
11,98650001,98700000,94.89,0,5.1,
11,98700001,98750000,92.59,1.85,5.55,
11,98750001,98800000,92.87,0,7.12,
11,98800001,98850000,91.14,1.44,7.4,
11,98850001,98900000,81.88,0,18.11,
11,98900001,98950000,82.54,7.4,10.04,
11,98950001,99000000,89.28,5.55,5.15,
11,99000001,99050000,84.32,8.88,6.78,
11,99050001,99100000,31.48,62.96,5.55,
11,99100001,99150000,87.03,0,12.96,
11,99150001,99200000,94.44,0,5.55,
11,99200001,99250000,92.59,0,7.4,
11,99250001,99300000,87.03,9.25,3.7,
11,99300001,99350000,100,0,0,
11,99350001,99400000,81.77,0,18.22,
11,99400001,99450000,73.58,0,26.41,
11,99450001,99500000,100,0,0,
11,99500001,99550000,98.89,1.1,0,
11,99550001,99600000,88.73,11.26,0,
11,99600001,99650000,82.95,10.12,6.91,
11,99650001,99700000,35.29,62.55,2.14,
11,99700001,99750000,98.05,0,1.94,
11,99750001,99800000,85.39,14.6,0,
11,99800001,99850000,96.47,1.37,2.14,
11,99850001,99900000,48.59,51.4,0,
11,99900001,99950000,94.84,5.15,0,
11,99950001,100000000,98.42,1.57,0,
11,100000001,100050000,89.24,3.35,7.4,
11,100050001,100100000,94.44,0,5.55,
11,100100001,100150000,85.35,0,14.64,
11,100150001,100200000,85.15,0,14.84,
11,100200001,100250000,77.79,9.24,12.96,
11,100250001,100300000,83.35,13.07,3.57,
11,100300001,100350000,100,0,0,
11,100350001,100400000,98.55,0,1.44,
11,100400001,100450000,93.13,0,6.86,
11,100450001,100500000,58.68,0.23,41.08,
11,100500001,100550000,54.39,0,45.6,
11,100550001,100600000,89.09,5.55,5.34,
11,100600001,100650000,85.47,1.28,13.24,
11,100650001,100700000,100,0,0,
11,100700001,100750000,100,0,0,
11,100750001,100800000,100,0,0,
11,100800001,100850000,88.6,0,11.39,
11,100850001,100900000,87.03,2.14,10.81,
11,100900001,100950000,95.6,1.85,2.54,
11,100950001,101000000,60.81,13.26,25.92,
11,101000001,101050000,71.54,12.53,15.91,
11,101050001,101100000,91.05,7.4,1.53,
11,101100001,101150000,94.08,0,5.91,
11,101150001,101200000,66.01,13.57,20.4,
11,101200001,101250000,81.31,9.42,9.25,
11,101250001,101300000,92.96,1.85,5.18,
11,101300001,101350000,100,0,0,
11,101350001,101400000,100,0,0,
11,101400001,101450000,59.76,31.78,8.44,
11,101450001,101500000,70.6,1.11,28.28,
11,101500001,101550000,79.34,15.09,5.55,
11,101550001,101600000,21.69,41.66,36.64,
11,101600001,101650000,21.62,7.4,70.97,
11,101650001,101700000,32.4,39.78,27.81,
11,101700001,101750000,31.24,47.26,21.49,
11,101750001,101800000,78.34,2.3,19.35,
11,101800001,101850000,80.42,18.08,1.49,
11,101850001,101900000,75.29,20.26,4.43,
11,101900001,101950000,49.17,14.27,36.54,
11,101950001,102000000,79.71,14.6,5.68,
11,102000001,102050000,80.36,14.81,4.82,
11,102050001,102100000,83.33,14.81,1.85,
11,102100001,102150000,82.49,10.09,7.4,
11,102150001,102200000,85.7,9.25,5.04,
11,102200001,102250000,70.15,1.85,27.99,
11,102250001,102300000,90.32,0,9.67,
11,102300001,102350000,75.44,9.73,14.81,
11,102350001,102400000,77.77,12.96,9.25,
11,102400001,102450000,90.93,0,9.06,
11,102450001,102500000,63.6,35.35,1.03,
11,102500001,102550000,52.64,0,47.35,
11,102550001,102600000,62.76,0.31,36.92,
11,102600001,102650000,97.74,0,2.25,
11,102650001,102700000,95.47,0,4.52,
11,102700001,102750000,93.26,0,6.73,
11,102750001,102800000,90.12,0,9.87,
11,102800001,102850000,74.72,0,25.27,
11,102850001,102900000,98.14,0,1.85,
11,102900001,102950000,93.02,1.15,5.81,
11,102950001,103000000,94.89,0,5.1,
11,103000001,103050000,92.39,0.51,7.08,
11,103050001,103100000,100,0,0,
11,103100001,103150000,65.85,0,34.14,
11,103150001,103200000,92.9,1.63,5.46,
11,103200001,103250000,82.17,1.86,15.96,
11,103250001,103300000,44.44,18.03,37.52,
11,103300001,103350000,39.09,60.9,0,
11,103350001,103400000,86.81,3.92,9.25,
11,103400001,103450000,78.07,0,21.92,
11,103450001,103500000,80.24,0,19.75,
11,103500001,103550000,84.82,4.06,11.11,
11,103550001,103600000,96.33,0,3.66,
11,103600001,103650000,67.09,1.42,31.48,
11,103650001,103700000,77.03,2.17,20.79,
11,103700001,103750000,97.87,0,2.12,
11,103750001,103800000,59.25,40.74,0,
11,103800001,103850000,98.14,0,1.85,
11,103850001,103900000,97.81,0.66,1.52,
11,103900001,103950000,97.62,0,2.37,
11,103950001,104000000,96.29,3.7,0,
11,104000001,104050000,96.29,3.7,0,
11,104050001,104100000,100,0,0,
11,104100001,104150000,91.81,5.46,2.72,
11,104150001,104200000,64.84,1.68,33.47,
11,104200001,104250000,64,0,35.99,
11,104250001,104300000,94.19,5.22,0.58,
11,104300001,104350000,67.69,0,32.3,
11,104350001,104400000,64.76,1.84,33.38,
11,104400001,104450000,86.92,0,13.07,
11,104450001,104500000,57.36,0,42.63,
11,104500001,104550000,59.16,35.27,5.55,
11,104550001,104600000,100,0,0,
11,104600001,104650000,87.03,0,12.96,
11,104650001,104700000,92.22,7.06,0.7,
11,104700001,104750000,100,0,0,
11,104750001,104800000,98.82,0,1.17,
11,104800001,104850000,100,0,0,
11,104850001,104900000,100,0,0,
11,104900001,104950000,95.98,0,4.01,
11,104950001,105000000,99.62,0,0.37,
11,105000001,105050000,98.14,0,1.85,
11,105050001,105100000,77.39,18.51,4.08,
11,105100001,105150000,77.77,0,22.22,
11,105150001,105200000,97.59,0,2.4,
11,105200001,105250000,77.89,13.98,8.12,
11,105250001,105300000,66.23,13.95,19.8,
11,105300001,105350000,82.75,5.52,11.71,
11,105350001,105400000,98.14,0,1.85,
11,105400001,105450000,96.24,0.2,3.54,
11,105450001,105500000,98.33,0.89,0.77,
11,105500001,105550000,93.12,4.28,2.58,
11,105550001,105600000,98,0,1.99,
11,105600001,105650000,78.04,0,21.95,
11,105650001,105700000,85.08,5.14,9.77,
11,105700001,105750000,83.85,13.07,3.06,
11,105750001,105800000,85.73,5.34,8.92,
11,105800001,105850000,100,0,0,
11,105850001,105900000,93.71,6.28,0,
11,105900001,105950000,100,0,0,
11,105950001,106000000,51.47,4.98,43.54,
11,106000001,106050000,100,0,0,
11,106050001,106100000,90.74,9.25,0,
11,106100001,106150000,80.82,6.16,13.01,
11,106150001,106200000,64.4,2.26,33.33,
11,106200001,106250000,68.51,5.55,25.92,
11,106250001,106300000,96.17,0.51,3.3,
11,106300001,106350000,96.29,1.85,1.85,
11,106350001,106400000,31.98,38.38,29.62,
11,106400001,106450000,94.8,5.19,0,
11,106450001,106500000,92.93,7.06,0,
11,106500001,106550000,100,0,0,
11,106550001,106600000,59.25,0,40.74,
11,106600001,106650000,64.81,35.18,0,
11,106650001,106700000,93.9,0.53,5.55,
11,106700001,106750000,95.08,0,4.91,
11,106750001,106800000,93.37,5.55,1.06,
11,106800001,106850000,78.76,20.37,0.86,
11,106850001,106900000,82.27,0,17.72,
11,106900001,106950000,85.57,8.04,6.37,
11,106950001,106976972,88.8,0.48,10.71,
12,1,50000,90.74,9.25,0,
12,50001,100000,87.03,1.85,11.11,
12,100001,150000,47.05,9.93,43,
12,150001,200000,90.74,7.4,1.85,
12,250001,300000,92.59,7.4,0,
12,300001,350000,80.33,7.4,12.25,
12,350001,400000,88.88,7.4,3.7,
12,400001,450000,87.89,8.4,3.7,
12,450001,500000,46.29,9.25,44.44,
12,500001,550000,95.51,0,4.48,
12,550001,600000,79.31,16.57,4.11,
12,600001,650000,66.67,20.03,13.28,
12,650001,700000,86.28,13.71,0,
12,700001,750000,100,0,0,
12,750001,800000,76.19,21.95,1.85,
12,800001,850000,70.23,29.76,0,
12,850001,900000,59.83,40.16,0,
12,900001,950000,70.16,8.26,21.56,
12,950001,1000000,49.38,41.69,8.92,
12,1000001,1050000,49.13,50.86,0,
12,1050001,1100000,36.33,50.7,12.96,
12,1100001,1150000,45.24,41.89,12.86,
12,1150001,1200000,48.35,37.27,14.36,
12,1200001,1250000,73.4,9.92,16.66,
12,1250001,1300000,86.15,13.84,0,
12,1300001,1350000,75.14,12.96,11.89,
12,1350001,1400000,96.09,3.9,0,
12,1400001,1450000,97.74,0.34,1.9,
12,1450001,1500000,100,0,0,
12,1500001,1550000,92.32,7.1,0.56,
12,1550001,1600000,50.51,43.92,5.55,
12,1600001,1650000,87.02,12.97,0,
12,1650001,1700000,87.03,12.96,0,
12,1700001,1750000,86.66,11.48,1.85,
12,1750001,1800000,35.2,64.79,0,
12,1800001,1850000,52.9,46.81,0.27,
12,1850001,1900000,73.11,26.88,0,
12,1900001,1950000,29.51,39,31.48,
12,1950001,2000000,72.39,26.44,1.15,
12,2000001,2050000,100,0,0,
12,2050001,2100000,82.06,0.93,16.99,
12,2100001,2150000,96.1,3.89,0,
12,2150001,2200000,95.19,4.8,0,
12,2200001,2250000,100,0,0,
12,2250001,2300000,98.14,0,1.85,
12,2300001,2350000,87.03,12.96,0,
12,2350001,2400000,79.37,18.19,2.43,
12,2400001,2450000,88.88,11.11,0,
12,2450001,2500000,73.62,15.26,11.11,
12,2500001,2550000,83.21,5.69,11.08,
12,2550001,2600000,92.47,7.52,0,
12,2600001,2650000,80.51,6.52,12.96,
12,2650001,2700000,79.48,20.51,0,
12,2700001,2750000,83.16,3.86,12.96,
12,2750001,2800000,72.62,26.54,0.82,
12,2800001,2850000,55.12,44.87,0,
12,2850001,2900000,68.3,7.4,24.28,
12,2900001,2950000,53.63,18.77,27.59,
12,2950001,3000000,59.09,8.23,32.67,
12,3000001,3050000,49.81,14.38,35.79,
12,3050001,3100000,37.06,8.4,54.52,
12,3100001,3150000,61.49,7.36,31.14,
12,3150001,3200000,66.54,1.3,32.15,
12,3200001,3250000,60.34,10.11,29.54,
12,3250001,3300000,43.05,25.21,31.73,
12,3300001,3350000,97.11,0.38,2.49,
12,3350001,3400000,81.45,3.42,15.11,
12,3400001,3450000,67.66,24.68,7.65,
12,3450001,3500000,88.72,1.03,10.23,
12,3500001,3550000,70.82,6.68,22.49,
12,3550001,3600000,83.29,16.49,0.21,
12,3600001,3650000,93.48,5.51,0.99,
12,3650001,3700000,100,0,0,
12,3700001,3750000,55.42,0.28,44.29,
12,3750001,3800000,82.81,1.85,15.33,
12,3800001,3850000,68.81,29.42,1.76,
12,3850001,3900000,81.61,14.08,4.3,
12,3900001,3950000,59.54,25.92,14.52,
12,3950001,4000000,77.04,8.13,14.81,
12,4000001,4050000,74.07,0,25.92,
12,4050001,4100000,86.25,2.63,11.11,
12,4100001,4150000,92.61,1.85,5.52,
12,4150001,4200000,100,0,0,
12,4200001,4250000,71.24,1.85,26.9,
12,4250001,4300000,97.8,2.19,0,
12,4300001,4350000,100,0,0,
12,4350001,4400000,100,0,0,
12,4400001,4450000,96.6,0.08,3.3,
