Gene	Ancestry	Variant rank	GeneId	TranscriptId	BioType	AFI	Afrikaner	Ankole	Bonsmara	Egyptian_cattle_Lower	Egyptian_cattle_Middle	Egyptian_cattle_Upper	Karamojong	Nganda	Nguni	Nkedi	Ntuuku	Tuli	Retention breed count
AGER	aai	low	ENSBTAG00000014420	ENSBTAT00000019179	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGPAT1	aai	low	ENSBTAG00000004442	ENSBTAT00000083979	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGXT	aai	low	ENSBTAG00000005797	ENSBTAT00000007622	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AHCYL1	aai	low	ENSBTAG00000018893	ENSBTAT00000025149	protein_coding	0	0	1	0	0	0	0	0	1	0	1	0	0	3
AHDC1	aai	low	ENSBTAG00000037456	ENSBTAT00000061325	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AHI1	aai	low	ENSBTAG00000017958	ENSBTAT00000023877	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AKAP9	aai	low	ENSBTAG00000007442	ENSBTAT00000009791	protein_coding	0	0	1	0	0	0	0	0	1	0	1	0	0	3
ALOX12B	aai	low	ENSBTAG00000012475	ENSBTAT00000016553	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ALOX15	aai	low	ENSBTAG00000011990	ENSBTAT00000015911	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ALOX15B	aai	low	ENSBTAG00000008779	ENSBTAT00000011570	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ALPI	aai	low	ENSBTAG00000004519	ENSBTAT00000043359	protein_coding	0	0	1	0	0	0	0	0	1	0	1	1	0	4
ALX3	aai	low	ENSBTAG00000020966	ENSBTAT00000027924	protein_coding	0	0	1	0	0	0	0	0	1	0	1	0	0	3
AMDHD1	aai	low	ENSBTAG00000016275	ENSBTAT00000021647	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AMFR	aai	low	ENSBTAG00000003798	ENSBTAT00000004952	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AMIGO1	aai	low	ENSBTAG00000014083	ENSBTAT00000018722	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
AMPD2	aai	low	ENSBTAG00000013018	ENSBTAT00000017306	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ANGPT1	aai	low	ENSBTAG00000014051	ENSBTAT00000018675	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	1	3
ANKRD22	aai	low	ENSBTAG00000013368	ENSBTAT00000017781	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ANKRD26	aai	low	ENSBTAG00000008288	ENSBTAT00000008040	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ANO4	aai	low	ENSBTAG00000004145	ENSBTAT00000005430	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ANXA4	aai	low	ENSBTAG00000001105	ENSBTAT00000001463	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ANXA6	aai	low	ENSBTAG00000014809	ENSBTAT00000019719	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
APCDD1L	aai	low	ENSBTAG00000020397	ENSBTAT00000027185	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ARAP3	aai	low	ENSBTAG00000015938	ENSBTAT00000021198	protein_coding	0	0	0	0	1	0	0	1	0	0	1	0	0	3
ARHGAP20	aai	low	ENSBTAG00000000333	ENSBTAT00000040101	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ARHGAP26	aai	low	ENSBTAG00000027151	ENSBTAT00000060996	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ARHGEF3	aai	low	ENSBTAG00000014091	ENSBTAT00000018734	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	2
ARHGEF37	aai	low	ENSBTAG00000015419	ENSBTAT00000020493	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ARMC3	aai	low	ENSBTAG00000020929	ENSBTAT00000047350	protein_coding	0	1	0	0	0	1	0	0	0	0	0	0	0	2
ASB16	aai	low	ENSBTAG00000019658	ENSBTAT00000026197	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ASIC1	aai	low	ENSBTAG00000000970	ENSBTAT00000001283	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASPH	aai	low	ENSBTAG00000026283	ENSBTAT00000021267	protein_coding	0	0	0	0	0	0	0	1	1	0	0	0	0	2
ASPRV1	aai	low	ENSBTAG00000006497	ENSBTAT00000008514	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ASZ1	aai	low	ENSBTAG00000000169	ENSBTAT00000000194	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ATG14	aai	low	ENSBTAG00000010795	ENSBTAT00000014296	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ATG4B	aai	low	ENSBTAG00000015401	ENSBTAT00000020474	protein_coding	1	0	1	0	0	0	0	0	0	0	0	0	0	2
ATIC	aai	low	ENSBTAG00000019274	ENSBTAT00000025662	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ATP6V0A1	aai	low	ENSBTAG00000019218	ENSBTAT00000025588	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
ATXN7L3	aai	low	ENSBTAG00000019662	ENSBTAT00000026201	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AUH	aai	low	ENSBTAG00000047649	ENSBTAT00000068139	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
AVL9	aai	low	ENSBTAG00000003114	ENSBTAT00000004049	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
B3GNT2	aai	low	ENSBTAG00000018046	ENSBTAT00000024024	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
B4GALT6	aai	low	ENSBTAG00000044063	ENSBTAT00000061252	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
BBS2	aai	low	ENSBTAG00000014923	ENSBTAT00000032389	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
BBS9	aai	low	ENSBTAG00000006528	ENSBTAT00000008587	protein_coding	0	0	0	0	0	0	0	1	1	0	0	0	0	2
BBX	aai	low	ENSBTAG00000006893	ENSBTAT00000009058	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
BCAS1	aai	low	ENSBTAG00000000835	ENSBTAT00000052163	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BCAT1	aai	low	ENSBTAG00000013825	ENSBTAT00000087140	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
BET1	aai	low	ENSBTAG00000003424	ENSBTAT00000082298	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
BIN2	aai	low	ENSBTAG00000008897	ENSBTAT00000047025	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
BMPER	aai	low	ENSBTAG00000010866	ENSBTAT00000046295	protein_coding	0	0	0	0	0	0	0	0	1	0	1	0	0	2
BOLA-NC1	aai	low	ENSBTAG00000019386	ENSBTAT00000076769	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BROX	aai	low	ENSBTAG00000007595	ENSBTAT00000009990	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
BTAF1	aai	low	ENSBTAG00000016104	ENSBTAT00000021438	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
BUB3	aai	low	ENSBTAG00000017913	ENSBTAT00000057027	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
C11H2orf42	aai	low	ENSBTAG00000016939	ENSBTAT00000067665	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	1	2
C13H20orf194	aai	low	ENSBTAG00000003494	ENSBTAT00000061472	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
C16H1orf116	aai	low	ENSBTAG00000018143	ENSBTAT00000024149	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
C1H21orf62	aai	low	ENSBTAG00000043993	ENSBTAT00000061032	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C1QBP	aai	low	ENSBTAG00000012739	ENSBTAT00000013734	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	3
C26H10orf120	aai	low	ENSBTAG00000010797	ENSBTAT00000014299	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
C4BPA	aai	low	ENSBTAG00000009876	ENSBTAT00000013024	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
C4BPB	aai	low	ENSBTAG00000017714	ENSBTAT00000023558	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
C8B	aai	low	ENSBTAG00000003775	ENSBTAT00000033407	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CA8	aai	low	ENSBTAG00000017529	ENSBTAT00000023308	protein_coding	0	1	0	0	0	0	0	0	0	1	1	0	0	3
CADM3	aai	low	ENSBTAG00000003217	ENSBTAT00000030498	protein_coding	0	0	0	0	0	1	0	0	0	0	0	1	0	2
CAMTA2	aai	low	ENSBTAG00000008591	ENSBTAT00000011330	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	2
CAPG	aai	low	ENSBTAG00000005432	ENSBTAT00000077078	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CAPN14	aai	low	ENSBTAG00000015865	ENSBTAT00000021091	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CARM1	aai	low	ENSBTAG00000012048	ENSBTAT00000015985	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CASC3	aai	low	ENSBTAG00000006250	ENSBTAT00000008203	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CASR	aai	low	ENSBTAG00000003865	ENSBTAT00000084319	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
CAT	aai	low	ENSBTAG00000020980	ENSBTAT00000027941	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CBR3	aai	low	ENSBTAG00000018688	ENSBTAT00000024873	protein_coding	1	0	0	0	0	1	0	0	0	0	1	0	0	3
CCDC103	aai	low	ENSBTAG00000049540	ENSBTAT00000086723	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CCDC177	aai	low	ENSBTAG00000047101	ENSBTAT00000065003	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CCDC18	aai	low	ENSBTAG00000027321	ENSBTAT00000026887	protein_coding	0	1	0	0	1	0	0	0	0	1	0	0	1	4
CCDC38	aai	low	ENSBTAG00000016274	ENSBTAT00000055406	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CCDC43	aai	low	ENSBTAG00000005693	ENSBTAT00000007478	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CCDC54	aai	low	ENSBTAG00000046313	ENSBTAT00000063186	protein_coding	0	0	0	0	1	0	0	1	0	0	0	0	0	2
CCDC57	aai	low	ENSBTAG00000019321	ENSBTAT00000042663	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CCDC58	aai	low	ENSBTAG00000054520	ENSBTAT00000072634	protein_coding	0	0	1	0	0	0	0	0	1	0	1	1	0	4
CCDC66	aai	low	ENSBTAG00000019746	ENSBTAT00000061607	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	2
CCDC68	aai	low	ENSBTAG00000008158	ENSBTAT00000010727	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
CCDC69	aai	low	ENSBTAG00000002834	ENSBTAT00000042846	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
CCHCR1	aai	low	ENSBTAG00000014434	ENSBTAT00000019198	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCL25	aai	low	ENSBTAG00000005581	ENSBTAT00000007331	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCL4	aai	low	ENSBTAG00000025257	ENSBTAT00000009446	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CCNY	aai	low	ENSBTAG00000005492	ENSBTAT00000007220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	2
CCT6A	aai	low	ENSBTAG00000008184	ENSBTAT00000010765	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CD14	aai	low	ENSBTAG00000015032	ENSBTAT00000020009	protein_coding	1	0	0	0	0	0	0	1	1	0	1	1	0	5
CD1A	aai	low	ENSBTAG00000054063	ENSBTAT00000009739	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CD1B	aai	low	ENSBTAG00000038426	ENSBTAT00000013155	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CD1D	aai	low	ENSBTAG00000039993	ENSBTAT00000083912	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CD300H	aai	low	ENSBTAG00000050726	ENSBTAT00000081930	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CD47	aai	low	ENSBTAG00000003585	ENSBTAT00000004664	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CD86	aai	low	ENSBTAG00000013118	ENSBTAT00000066751	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
CDADC1	aai	low	ENSBTAG00000002271	ENSBTAT00000002932	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
CDC25B	aai	low	ENSBTAG00000008436	ENSBTAT00000011100	protein_coding	0	0	0	0	0	0	0	1	0	1	0	0	0	2
CDC25C	aai	low	ENSBTAG00000005293	ENSBTAT00000006968	protein_coding	1	0	0	0	0	0	0	0	1	0	1	0	0	3
CDC27	aai	low	ENSBTAG00000002726	ENSBTAT00000003533	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
CDC42BPA	aai	low	ENSBTAG00000022777	ENSBTAT00000029173	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CDC42SE2	aai	low	ENSBTAG00000005961	ENSBTAT00000052263	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CDH10	aai	low	ENSBTAG00000002845	ENSBTAT00000003688	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CDHR5	aai	low	ENSBTAG00000047914	ENSBTAT00000064500	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CDK12	aai	low	ENSBTAG00000013238	ENSBTAT00000002005	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CDK17	aai	low	ENSBTAG00000001510	ENSBTAT00000001977	protein_coding	0	0	0	1	0	0	0	1	1	0	0	0	0	3
CDKAL1	aai	low	ENSBTAG00000025589	ENSBTAT00000017811	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CDS2	aai	low	ENSBTAG00000006066	ENSBTAT00000007970	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	3
CELA1	aai	low	ENSBTAG00000008900	ENSBTAT00000011718	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CELSR2	aai	low	ENSBTAG00000018804	ENSBTAT00000025033	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CEP104	aai	low	ENSBTAG00000020014	ENSBTAT00000034094	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CEP120	aai	low	ENSBTAG00000013184	ENSBTAT00000017545	protein_coding	0	0	0	0	0	0	0	1	0	0	0	1	0	2
CEP68	aai	low	ENSBTAG00000016717	ENSBTAT00000022223	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	2
CEP78	aai	low	ENSBTAG00000020752	ENSBTAT00000036653	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CERS5	aai	low	ENSBTAG00000017395	ENSBTAT00000029121	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP20	aai	low	ENSBTAG00000013874	ENSBTAT00000018422	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CFAP54	aai	low	ENSBTAG00000015792	ENSBTAT00000043356	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	3
CGN	aai	low	ENSBTAG00000017564	ENSBTAT00000023352	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CHAF1B	aai	low	ENSBTAG00000011880	ENSBTAT00000015764	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	2
CHCHD2	aai	low	ENSBTAG00000040295	ENSBTAT00000013231	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CHD3	aai	low	ENSBTAG00000014377	ENSBTAT00000019119	protein_coding	0	0	0	0	0	0	0	1	0	0	0	1	0	2
CHD7	aai	low	ENSBTAG00000021841	ENSBTAT00000026607	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CHGB	aai	low	ENSBTAG00000011782	ENSBTAT00000015645	protein_coding	0	0	1	0	0	0	0	0	0	1	1	1	0	4
CHPT1	aai	low	ENSBTAG00000002490	ENSBTAT00000003236	protein_coding	1	1	0	0	0	0	0	0	0	0	0	1	1	4
CHUK	aai	low	ENSBTAG00000007591	ENSBTAT00000009985	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CIP2A	aai	low	ENSBTAG00000017140	ENSBTAT00000022784	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CLCC1	aai	low	ENSBTAG00000017129	ENSBTAT00000022767	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CLVS1	aai	low	ENSBTAG00000043978	ENSBTAT00000061465	protein_coding	0	0	0	0	0	0	0	1	1	0	0	0	0	2
CMPK1	aai	low	ENSBTAG00000019956	ENSBTAT00000026582	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	2
CNGA1	aai	low	ENSBTAG00000002205	ENSBTAT00000002853	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
CNST	aai	low	ENSBTAG00000000511	ENSBTAT00000055573	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CNTNAP1	aai	low	ENSBTAG00000019097	ENSBTAT00000025424	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CNTROB	aai	low	ENSBTAG00000047756	ENSBTAT00000064781	protein_coding	0	0	0	0	0	0	0	1	0	0	0	1	0	2
COASY	aai	low	ENSBTAG00000046746	ENSBTAT00000027845	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
COX14	aai	low	ENSBTAG00000000808	ENSBTAT00000001069	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CPAMD8	aai	low	ENSBTAG00000009331	ENSBTAT00000036405	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CPEB3	aai	low	ENSBTAG00000015450	ENSBTAT00000013178	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
CPT1B	aai	low	ENSBTAG00000016048	ENSBTAT00000021357	protein_coding	0	0	1	0	0	0	0	1	1	0	1	1	0	5
CRADD	aai	low	ENSBTAG00000051267	ENSBTAT00000071531	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
CRELD2	aai	low	ENSBTAG00000047801	ENSBTAT00000065534	protein_coding	0	0	1	0	0	0	0	0	1	0	0	1	0	3
CRHR2	aai	low	ENSBTAG00000014381	ENSBTAT00000046187	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	1	2
CROCC2	aai	low	ENSBTAG00000005168	ENSBTAT00000006833	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CSDC2	aai	low	ENSBTAG00000004004	ENSBTAT00000005226	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CSF1	aai	low	ENSBTAG00000000283	ENSBTAT00000000353	protein_coding	0	0	1	0	0	0	0	0	1	0	1	0	0	3
CSF3	aai	low	ENSBTAG00000021462	ENSBTAT00000028610	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CSTA	aai	low	ENSBTAG00000010688	ENSBTAT00000014138	protein_coding	0	0	1	0	0	0	0	0	1	0	1	1	0	4
CTNNA1	aai	low	ENSBTAG00000014182	ENSBTAT00000018863	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	2
CTSZ	aai	low	ENSBTAG00000018784	ENSBTAT00000080993	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CWF19L1	aai	low	ENSBTAG00000007594	ENSBTAT00000009988	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CYP24A1	aai	low	ENSBTAG00000002765	ENSBTAT00000003588	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
D2HGDH	aai	low	ENSBTAG00000002847	ENSBTAT00000003690	protein_coding	1	0	1	0	0	0	0	0	0	0	0	0	0	2
DBF4B	aai	low	ENSBTAG00000005696	ENSBTAT00000007484	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
DCC	aai	low	ENSBTAG00000048378	ENSBTAT00000081926	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
DCPS	aai	low	ENSBTAG00000002879	ENSBTAT00000003732	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
DENND4C	aai	low	ENSBTAG00000003097	ENSBTAT00000004032	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DENND5B	aai	low	ENSBTAG00000020315	ENSBTAT00000027075	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DGKG	aai	low	ENSBTAG00000005091	ENSBTAT00000006711	protein_coding	0	1	0	1	1	1	0	0	0	1	0	0	0	5
DGUOK	aai	low	ENSBTAG00000012037	ENSBTAT00000047239	protein_coding	0	0	1	0	0	1	0	0	1	0	0	1	1	5
DHX33	aai	low	ENSBTAG00000032083	ENSBTAT00000016932	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	3
DIP2C	aai	low	ENSBTAG00000006531	ENSBTAT00000015282	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
DIS3L2	aai	low	ENSBTAG00000011964	ENSBTAT00000038112	protein_coding	0	0	0	0	1	0	0	0	1	0	1	1	0	4
DISP1	aai	low	ENSBTAG00000049277	ENSBTAT00000071688	protein_coding	0	0	0	0	0	0	0	0	1	0	1	0	0	2
DMTF1	aai	low	ENSBTAG00000020878	ENSBTAT00000033813	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DNAH2	aai	low	ENSBTAG00000008605	ENSBTAT00000006277	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
DNM2	aai	low	ENSBTAG00000013362	ENSBTAT00000036123	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
DOP1B	aai	low	ENSBTAG00000014306	ENSBTAT00000019018	protein_coding	0	0	0	0	0	1	0	0	0	0	1	0	0	2
DRAM1	aai	low	ENSBTAG00000017287	ENSBTAT00000022976	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	1	3
DTNB	aai	low	ENSBTAG00000021072	ENSBTAT00000028063	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DTX3L	aai	low	ENSBTAG00000009933	ENSBTAT00000013108	protein_coding	0	0	1	0	0	0	0	0	0	0	1	1	0	3
DUOX1	aai	low	ENSBTAG00000016246	ENSBTAT00000021618	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
DUS1L	aai	low	ENSBTAG00000047760	ENSBTAT00000063588	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
DYRK3	aai	low	ENSBTAG00000013294	ENSBTAT00000017680	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
EAF2	aai	low	ENSBTAG00000013070	ENSBTAT00000017380	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ECHDC2	aai	low	ENSBTAG00000002910	ENSBTAT00000003779	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ECSCR	aai	low	ENSBTAG00000030518	ENSBTAT00000043062	protein_coding	1	0	0	0	0	0	0	0	1	0	1	0	0	3
EFEMP1	aai	low	ENSBTAG00000017448	ENSBTAT00000023206	protein_coding	1	0	0	1	0	0	0	1	0	0	1	1	0	5
EFTUD2	aai	low	ENSBTAG00000013526	ENSBTAT00000017986	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EGFL8	aai	low	ENSBTAG00000025410	ENSBTAT00000005817	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EGR1	aai	low	ENSBTAG00000010069	ENSBTAT00000013284	protein_coding	1	0	0	0	0	0	0	0	1	0	1	0	0	3
EHBP1	aai	low	ENSBTAG00000044173	ENSBTAT00000061137	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
EHD3	aai	low	ENSBTAG00000001662	ENSBTAT00000002174	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
EIF2AK3	aai	low	ENSBTAG00000000184	ENSBTAT00000000210	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EIF3H	aai	low	ENSBTAG00000014032	ENSBTAT00000018645	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF4E3	aai	low	ENSBTAG00000018862	ENSBTAT00000025111	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ELK3	aai	low	ENSBTAG00000001509	ENSBTAT00000001974	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	2
ELMOD3	aai	low	ENSBTAG00000021935	ENSBTAT00000029243	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ELN	aai	low	ENSBTAG00000019517	ENSBTAT00000057593	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ELOVL2	aai	low	ENSBTAG00000002497	ENSBTAT00000003245	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ELP2	aai	low	ENSBTAG00000018954	ENSBTAT00000025227	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EML6	aai	low	ENSBTAG00000011101	ENSBTAT00000014742	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	2
ENO3	aai	low	ENSBTAG00000005534	ENSBTAT00000007278	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	2
ENSBTAG00000000682	aai	low	ENSBTAG00000000682	ENSBTAT00000000910	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSBTAG00000001442	aai	low	ENSBTAG00000001442	ENSBTAT00000052705	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000002251	aai	low	ENSBTAG00000002251	ENSBTAT00000002911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000002355	aai	low	ENSBTAG00000002355	ENSBTAT00000019132	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000003250	aai	low	ENSBTAG00000003250	ENSBTAT00000004214	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000003383	aai	low	ENSBTAG00000003383	ENSBTAT00000004385	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000003408	aai	low	ENSBTAG00000003408	ENSBTAT00000031540	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000005895	aai	low	ENSBTAG00000005895	ENSBTAT00000007745	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	1
