Gene	ancestry	rank	GeneId	TranscriptId	BioType	AFI	Afrikaner	Ankole	Bonsmara	Egyptian_cattle_Lower	Egyptian_cattle_Middle	Egyptian_cattle_Upper	Karamojong	Nganda	Nguni	Nkedi	Ntuuku	Tuli	Retention breed count
OAS2	aft	high	ENSBTAG00000014628	ENSBTAT00000019477	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PCM1	aft	high	ENSBTAG00000007236	ENSBTAT00000075465	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RSPH4A	aft	high	ENSBTAG00000011890	ENSBTAT00000015775	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ABCA4	aft	moderate	ENSBTAG00000018010	ENSBTAT00000023982	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ABLIM1	aft	moderate	ENSBTAG00000004899	ENSBTAT00000006447	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ATRNL1	aft	moderate	ENSBTAG00000017709	ENSBTAT00000023559	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CEP72	aft	moderate	ENSBTAG00000011405	ENSBTAT00000015158	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CEP89	aft	moderate	ENSBTAG00000004864	ENSBTAT00000006395	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSBTAG00000053538	aft	moderate	ENSBTAG00000053538	ENSBTAT00000066460	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSBTAG00000054006	aft	moderate	ENSBTAG00000054006	ENSBTAT00000066808	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSBTAG00000055168	aft	moderate	ENSBTAG00000055168	ENSBTAT00000082693	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
FAAP24	aft	moderate	ENSBTAG00000010403	ENSBTAT00000013731	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
LGR5	aft	moderate	ENSBTAG00000013256	ENSBTAT00000017631	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
MTSS1	aft	moderate	ENSBTAG00000020407	ENSBTAT00000027195	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
P2RX7	aft	moderate	ENSBTAG00000008948	ENSBTAT00000074885	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PELO	aft	moderate	ENSBTAG00000003268	ENSBTAT00000004233	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RNF139	aft	moderate	ENSBTAG00000020399	ENSBTAT00000027187	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TATDN1	aft	moderate	ENSBTAG00000033446	ENSBTAT00000047576	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TRMT12	aft	moderate	ENSBTAG00000020398	ENSBTAT00000027186	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TSPAN14	aft	moderate	ENSBTAG00000003907	ENSBTAT00000005102	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	1
AADAC	aft	moderate	ENSBTAG00000011569	ENSBTAT00000015373	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
AATF	aft	moderate	ENSBTAG00000021927	ENSBTAT00000029234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ABCC9	aft	moderate	ENSBTAG00000019294	ENSBTAT00000043069	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ACADL	aft	moderate	ENSBTAG00000010579	ENSBTAT00000013988	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ACVRL1	aft	moderate	ENSBTAG00000013843	ENSBTAT00000018383	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ADGRB3	aft	moderate	ENSBTAG00000015335	ENSBTAT00000020387	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ANKRD55	aft	moderate	ENSBTAG00000001001	ENSBTAT00000001325	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AOPEP	aft	moderate	ENSBTAG00000000699	ENSBTAT00000000938	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ARHGEF2	aft	moderate	ENSBTAG00000000113	ENSBTAT00000071999	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ART4	aft	moderate	ENSBTAG00000008352	ENSBTAT00000065211	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ASAH1	aft	moderate	ENSBTAG00000011257	ENSBTAT00000014960	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ATG13	aft	moderate	ENSBTAG00000017325	ENSBTAT00000023036	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ATP1A4	aft	moderate	ENSBTAG00000038523	ENSBTAT00000013951	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
BAALC	aft	moderate	ENSBTAG00000026242	ENSBTAT00000037216	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BBS9	aft	moderate	ENSBTAG00000006528	ENSBTAT00000008587	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
BET1L	aft	moderate	ENSBTAG00000001744	ENSBTAT00000002289	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
BOTA-T2R10B	aft	moderate	ENSBTAG00000030466	ENSBTAT00000043004	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
C16H1orf174	aft	moderate	ENSBTAG00000024520	ENSBTAT00000044812	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
C19H17orf78	aft	moderate	ENSBTAG00000025242	ENSBTAT00000035403	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
C1H21orf91	aft	moderate	ENSBTAG00000001395	ENSBTAT00000001832	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
C24H18orf21	aft	moderate	ENSBTAG00000011622	ENSBTAT00000015436	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
C5H12orf60	aft	moderate	ENSBTAG00000008351	ENSBTAT00000010999	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
C8H9orf135	aft	moderate	ENSBTAG00000033396	ENSBTAT00000047514	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CA1	aft	moderate	ENSBTAG00000032236	ENSBTAT00000045723	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
CA13	aft	moderate	ENSBTAG00000001000	ENSBTAT00000001324	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
CALHM4	aft	moderate	ENSBTAG00000033535	ENSBTAT00000008602	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CATSPER2	aft	moderate	ENSBTAG00000032130	ENSBTAT00000045580	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
CATSPERD	aft	moderate	ENSBTAG00000001796	ENSBTAT00000002352	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CCDC158	aft	moderate	ENSBTAG00000012157	ENSBTAT00000016131	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CCL2	aft	moderate	ENSBTAG00000037811	ENSBTAT00000013146	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CDH13	aft	moderate	ENSBTAG00000034373	ENSBTAT00000054165	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CDH9	aft	moderate	ENSBTAG00000018234	ENSBTAT00000024271	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CEP104	aft	moderate	ENSBTAG00000020014	ENSBTAT00000034094	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CEP164	aft	moderate	ENSBTAG00000014137	ENSBTAT00000018792	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CIR1	aft	moderate	ENSBTAG00000038620	ENSBTAT00000053554	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CKAP5	aft	moderate	ENSBTAG00000004448	ENSBTAT00000005832	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CNTN4	aft	moderate	ENSBTAG00000033225	ENSBTAT00000060980	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CNTRL	aft	moderate	ENSBTAG00000011417	ENSBTAT00000061592	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CREB3L1	aft	moderate	ENSBTAG00000006143	ENSBTAT00000008081	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CYB5R2	aft	moderate	ENSBTAG00000016142	ENSBTAT00000072609	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
DCHS1	aft	moderate	ENSBTAG00000015405	ENSBTAT00000020475	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
DDX4	aft	moderate	ENSBTAG00000008871	ENSBTAT00000011682	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
DGKZ	aft	moderate	ENSBTAG00000013636	ENSBTAT00000066491	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
DUSP19	aft	moderate	ENSBTAG00000020961	ENSBTAT00000027915	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DYNC1I1	aft	moderate	ENSBTAG00000027134	ENSBTAT00000020774	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
E2F5	aft	moderate	ENSBTAG00000009378	ENSBTAT00000012342	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ECHDC2	aft	moderate	ENSBTAG00000002910	ENSBTAT00000003779	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
EIF4ENIF1	aft	moderate	ENSBTAG00000008991	ENSBTAT00000011840	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ELL3	aft	moderate	ENSBTAG00000032132	ENSBTAT00000022860	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ELP6	aft	moderate	ENSBTAG00000011478	ENSBTAT00000015255	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
EMB	aft	moderate	ENSBTAG00000044010	ENSBTAT00000061571	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSBTAG00000000168	aft	moderate	ENSBTAG00000000168	ENSBTAT00000000191	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSBTAG00000004212	aft	moderate	ENSBTAG00000004212	ENSBTAT00000005521	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSBTAG00000006819	aft	moderate	ENSBTAG00000006819	ENSBTAT00000008973	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSBTAG00000015315	aft	moderate	ENSBTAG00000015315	ENSBTAT00000020361	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000015395	aft	moderate	ENSBTAG00000015395	ENSBTAT00000020462	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000017587	aft	moderate	ENSBTAG00000017587	ENSBTAT00000023389	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000025068	aft	moderate	ENSBTAG00000025068	ENSBTAT00000035020	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000026119	aft	moderate	ENSBTAG00000026119	ENSBTAT00000018539	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000030802	aft	moderate	ENSBTAG00000030802	ENSBTAT00000043536	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000031913	aft	moderate	ENSBTAG00000031913	ENSBTAT00000055663	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000032429	aft	moderate	ENSBTAG00000032429	ENSBTAT00000046004	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000034182	aft	moderate	ENSBTAG00000034182	ENSBTAT00000015004	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000037981	aft	moderate	ENSBTAG00000037981	ENSBTAT00000055561	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000038240	aft	moderate	ENSBTAG00000038240	ENSBTAT00000064641	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000038672	aft	moderate	ENSBTAG00000038672	ENSBTAT00000055011	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000039120	aft	moderate	ENSBTAG00000039120	ENSBTAT00000053718	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000039129	aft	moderate	ENSBTAG00000039129	ENSBTAT00000054963	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSBTAG00000040461	aft	moderate	ENSBTAG00000040461	ENSBTAT00000056811	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000045493	aft	moderate	ENSBTAG00000045493	ENSBTAT00000066269	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000045839	aft	moderate	ENSBTAG00000045839	ENSBTAT00000064766	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSBTAG00000046293	aft	moderate	ENSBTAG00000046293	ENSBTAT00000063960	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000046315	aft	moderate	ENSBTAG00000046315	ENSBTAT00000064139	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000046970	aft	moderate	ENSBTAG00000046970	ENSBTAT00000064009	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000047485	aft	moderate	ENSBTAG00000047485	ENSBTAT00000064488	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSBTAG00000048225	aft	moderate	ENSBTAG00000048225	ENSBTAT00000066335	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSBTAG00000048261	aft	moderate	ENSBTAG00000048261	ENSBTAT00000063593	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000048338	aft	moderate	ENSBTAG00000048338	ENSBTAT00000078271	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000048417	aft	moderate	ENSBTAG00000048417	ENSBTAT00000066900	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000048847	aft	moderate	ENSBTAG00000048847	ENSBTAT00000075330	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000049070	aft	moderate	ENSBTAG00000049070	ENSBTAT00000075644	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000049207	aft	moderate	ENSBTAG00000049207	ENSBTAT00000066515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000049688	aft	moderate	ENSBTAG00000049688	ENSBTAT00000077771	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000049719	aft	moderate	ENSBTAG00000049719	ENSBTAT00000084439	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000049734	aft	moderate	ENSBTAG00000049734	ENSBTAT00000074059	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000049870	aft	moderate	ENSBTAG00000049870	ENSBTAT00000073753	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000049884	aft	moderate	ENSBTAG00000049884	ENSBTAT00000077767	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000050020	aft	moderate	ENSBTAG00000050020	ENSBTAT00000068173	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000050265	aft	moderate	ENSBTAG00000050265	ENSBTAT00000067721	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000050815	aft	moderate	ENSBTAG00000050815	ENSBTAT00000076222	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000050916	aft	moderate	ENSBTAG00000050916	ENSBTAT00000002757	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000051692	aft	moderate	ENSBTAG00000051692	ENSBTAT00000075650	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000052329	aft	moderate	ENSBTAG00000052329	ENSBTAT00000077610	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000052569	aft	moderate	ENSBTAG00000052569	ENSBTAT00000075083	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000052576	aft	moderate	ENSBTAG00000052576	ENSBTAT00000079796	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000052666	aft	moderate	ENSBTAG00000052666	ENSBTAT00000087169	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000052815	aft	moderate	ENSBTAG00000052815	ENSBTAT00000071756	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000053179	aft	moderate	ENSBTAG00000053179	ENSBTAT00000087306	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000053235	aft	moderate	ENSBTAG00000053235	ENSBTAT00000072410	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000053315	aft	moderate	ENSBTAG00000053315	ENSBTAT00000087492	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSBTAG00000053885	aft	moderate	ENSBTAG00000053885	ENSBTAT00000056575	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000054054	aft	moderate	ENSBTAG00000054054	ENSBTAT00000064976	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000054630	aft	moderate	ENSBTAG00000054630	ENSBTAT00000084995	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000055070	aft	moderate	ENSBTAG00000055070	ENSBTAT00000071622	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000055170	aft	moderate	ENSBTAG00000055170	ENSBTAT00000085821	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
EPCAM	aft	moderate	ENSBTAG00000006474	ENSBTAT00000008487	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ERICH6	aft	moderate	ENSBTAG00000001331	ENSBTAT00000001756	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
EXOG	aft	moderate	ENSBTAG00000019305	ENSBTAT00000025704	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM120B	aft	moderate	ENSBTAG00000003884	ENSBTAT00000005065	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
FCN1	aft	moderate	ENSBTAG00000048155	ENSBTAT00000065623	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FRY	aft	moderate	ENSBTAG00000006771	ENSBTAT00000035734	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GALNT6	aft	moderate	ENSBTAG00000017943	ENSBTAT00000023861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GCAT	aft	moderate	ENSBTAG00000008434	ENSBTAT00000011095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GPR155	aft	moderate	ENSBTAG00000021636	ENSBTAT00000028831	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
HAAO	aft	moderate	ENSBTAG00000004674	ENSBTAT00000006132	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HDAC7	aft	moderate	ENSBTAG00000026819	ENSBTAT00000072922	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
IFT46	aft	moderate	ENSBTAG00000012941	ENSBTAT00000017195	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
IL22	aft	moderate	ENSBTAG00000015407	ENSBTAT00000020476	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
IPPK	aft	moderate	ENSBTAG00000011859	ENSBTAT00000015737	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ISX	aft	moderate	ENSBTAG00000007674	ENSBTAT00000010095	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ITPR3	aft	moderate	ENSBTAG00000013245	ENSBTAT00000053490	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
KANSL1L	aft	moderate	ENSBTAG00000021600	ENSBTAT00000028785	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KAT2B	aft	moderate	ENSBTAG00000000746	ENSBTAT00000000994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
KCNJ9	aft	moderate	ENSBTAG00000024507	ENSBTAT00000082770	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
KCNK18	aft	moderate	ENSBTAG00000015062	ENSBTAT00000020046	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
KIAA2012	aft	moderate	ENSBTAG00000034192	ENSBTAT00000016854	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
KIF14	aft	moderate	ENSBTAG00000021874	ENSBTAT00000029161	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
KIF6	aft	moderate	ENSBTAG00000027197	ENSBTAT00000009903	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KIZ	aft	moderate	ENSBTAG00000020988	ENSBTAT00000027949	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
KLF7	aft	moderate	ENSBTAG00000044097	ENSBTAT00000078679	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
KMT2A	aft	moderate	ENSBTAG00000018093	ENSBTAT00000024084	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
KYAT3	aft	moderate	ENSBTAG00000000505	ENSBTAT00000000643	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LHCGR	aft	moderate	ENSBTAG00000016573	ENSBTAT00000022047	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LONP1	aft	moderate	ENSBTAG00000001795	ENSBTAT00000002350	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LRP4	aft	moderate	ENSBTAG00000008429	ENSBTAT00000043997	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
LRRCC1	aft	moderate	ENSBTAG00000003338	ENSBTAT00000004335	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
MAGEL2	aft	moderate	ENSBTAG00000045998	ENSBTAT00000064156	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAPRE2	aft	moderate	ENSBTAG00000007520	ENSBTAT00000009897	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MASP1	aft	moderate	ENSBTAG00000012467	ENSBTAT00000083274	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
MCCD1	aft	moderate	ENSBTAG00000045577	ENSBTAT00000064137	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MECOM	aft	moderate	ENSBTAG00000005871	ENSBTAT00000007717	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
MFSD14B	aft	moderate	ENSBTAG00000003124	ENSBTAT00000004062	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MGP	aft	moderate	ENSBTAG00000012370	ENSBTAT00000016414	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MLH1	aft	moderate	ENSBTAG00000016758	ENSBTAT00000022288	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MRPL17	aft	moderate	ENSBTAG00000024781	ENSBTAT00000034505	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
MRPS6	aft	moderate	ENSBTAG00000012594	ENSBTAT00000016717	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MSH2	aft	moderate	ENSBTAG00000002742	ENSBTAT00000003556	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MSRB2	aft	moderate	ENSBTAG00000044112	ENSBTAT00000061486	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MTFR1L	aft	moderate	ENSBTAG00000021781	ENSBTAT00000042894	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MUC15	aft	moderate	ENSBTAG00000027126	ENSBTAT00000038866	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NLRP6	aft	moderate	ENSBTAG00000001076	ENSBTAT00000001428	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NOP58	aft	moderate	ENSBTAG00000005517	ENSBTAT00000083227	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NUP35	aft	moderate	ENSBTAG00000009777	ENSBTAT00000012896	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OAS1X	aft	moderate	ENSBTAG00000053807	ENSBTAT00000002019	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OAS1Y	aft	moderate	ENSBTAG00000039861	ENSBTAT00000016856	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OAS1Z	aft	moderate	ENSBTAG00000037527	ENSBTAT00000044986	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OAS2	aft	moderate	ENSBTAG00000014628	ENSBTAT00000019477	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OR5B17	aft	moderate	ENSBTAG00000049247	ENSBTAT00000069998	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
OR5B2	aft	moderate	ENSBTAG00000053501	ENSBTAT00000077568	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
OVCH2	aft	moderate	ENSBTAG00000037921	ENSBTAT00000052858	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OVOS2	aft	moderate	ENSBTAG00000005243	ENSBTAT00000037844	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PACRG	aft	moderate	ENSBTAG00000011106	ENSBTAT00000014748	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PALLD	aft	moderate	ENSBTAG00000001081	ENSBTAT00000001432	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PCM1	aft	moderate	ENSBTAG00000007236	ENSBTAT00000061016	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PDCD2	aft	moderate	ENSBTAG00000011179	ENSBTAT00000014845	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PENK	aft	moderate	ENSBTAG00000004924	ENSBTAT00000006478	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PGGHG	aft	moderate	ENSBTAG00000016722	ENSBTAT00000029863	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PGLYRP2	aft	moderate	ENSBTAG00000012280	ENSBTAT00000047024	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PIGM	aft	moderate	ENSBTAG00000002419	ENSBTAT00000003140	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PLCL2	aft	moderate	ENSBTAG00000009942	ENSBTAT00000013117	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
